"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000068724",936.452614953499,-0.0489566284273467,0.0937760061986062,0.581540610947533,0.767860409220112
"ENSG00000068745",798.226494688931,-0.283580903012033,0.12528921203197,0.0133376134414506,0.0532221766468657
"ENSG00000068784",274.235697192914,-0.532808178937531,0.148001850096934,7.57931627283239e-05,0.000629876479038189
"ENSG00000068793",3037.95946134827,0.159812435374159,0.0840550363912357,0.0484663562703417,0.145932003950389
"ENSG00000068796",574.897032725992,-0.0851483175551911,0.10830518892185,0.401991402297076,0.621872605566952
"ENSG00000068831",97.9379754255051,1.9495954426781,0.266966269516617,9.70478827787341e-15,3.50894697733305e-13
"ENSG00000068878",1532.54490168102,0.167345799583694,0.103901530013233,0.0873736125832262,0.224501079800468
"ENSG00000068885",611.994403548362,-0.281300731128343,0.123422446072711,0.0131101420755623,0.0525038411887144
"ENSG00000068903",1147.37720015798,-0.109193702660256,0.101717189501075,0.25583084991923,0.472697482215491
"ENSG00000068912",1906.68869928134,0.179209062505406,0.079610446461071,0.0191872953727359,0.0712695510308695
"ENSG00000068971",477.678420137414,0.115129980239301,0.122421461941402,0.297036845874694,0.519564027628206
"ENSG00000068976",23.6772871139266,-0.378112277964898,0.41219282804098,0.0618889093634411,0.174381721527278
"ENSG00000069011",95.9056569385006,-0.333356388296122,0.227535896177219,0.0561344805856293,0.162555895969133
"ENSG00000069020",837.230970690873,-0.725383892160872,0.128904108098284,2.45104279044872e-09,4.71350013328934e-08
"ENSG00000069188",11.9334474732234,-0.170076510645483,0.314521587090211,0.268957430065815,0.488414214834474
"ENSG00000069248",1131.27078556837,0.136350455059398,0.0937077930884914,0.126806534350516,0.295825409000697
"ENSG00000069275",4166.9492691913,-0.241633235243337,0.096706959847328,0.0082442337877113,0.0361855754930623
"ENSG00000069329",2968.23277009527,-0.189612661484239,0.077602619572051,0.011405585079709,0.0469112986326767
"ENSG00000069345",1276.66306114781,0.086736561860384,0.0966845602330937,0.344591677657306,0.566502573789069
"ENSG00000069399",358.940205156218,-0.539492783091034,0.1697984148946,0.000315236327435885,0.00223862305953186
"ENSG00000069424",184.215862987908,0.197686905593709,0.139157277938987,0.113079571121208,0.271784006129989
"ENSG00000069431",850.478094332451,1.03858187590791,0.0996593622759506,1.98090294400864e-26,2.09357373339594e-24
"ENSG00000069493",62.145280824814,0.131761772186272,0.216897776099064,0.415324975964017,0.634576053985
"ENSG00000069509",155.672744133948,0.13134291761827,0.144880441741909,0.307172505413543,0.530119050625691
"ENSG00000069535",395.370588188712,1.00214090675972,0.497015599617882,0.00187602743672021,0.010465395408339
"ENSG00000069667",529.444825864437,0.439817636551203,0.112185924531374,3.02879104486999e-05,0.000277865208295535
"ENSG00000069702",3873.00519615901,0.0818171734798802,0.15247795587937,0.517275162954465,0.717862111165105
"ENSG00000069712",173.749847862578,0.0971583836240081,0.147667595338078,0.46127857297861,0.672958621290846
"ENSG00000069849",1696.27541782211,0.136744837738365,0.0997720986419163,0.14748666521588,0.329078878182677
"ENSG00000069869",1088.53531475396,0.2322402154586,0.10858494159772,0.022158405951237,0.0798222064611958
"ENSG00000069943",238.569010652745,0.0251458500682164,0.138710006639424,0.844019747328492,0.925432427508964
"ENSG00000069956",900.78077759209,-0.150216586149529,0.0910240491070301,0.0878121485639204,0.225383609274176
"ENSG00000069966",482.735510083818,-0.0141820085937969,0.106054925906058,0.881602116600893,0.943761396563848
"ENSG00000069974",670.672714125624,0.18255476823099,0.131785875319817,0.125453070672955,0.293668209094606
"ENSG00000069998",447.074921073751,0.512497880672186,0.187412854160345,0.00131786547442795,0.00776679524630906
"ENSG00000070010",554.210920217295,0.152409082032665,0.105717171069418,0.125915283175769,0.294297847114229
"ENSG00000070018",1840.47882537677,-0.445470904908107,0.0910413101181591,3.40313837934578e-07,4.60672793993659e-06
"ENSG00000070047",938.310101557561,0.18241737624789,0.099255160403447,0.0518023946903131,0.152938898981683
"ENSG00000070061",950.036236789577,0.0468775448662846,0.0969435178147952,0.605352057560873,0.785122127796206
"ENSG00000070081",1628.18941578941,-0.440815092883544,0.0859643706767294,1.0161293725525e-07,1.50972990750951e-06
"ENSG00000070087",2157.01381991111,-0.305751006534174,0.0920755588494105,0.00049519139036753,0.00332855257778029
"ENSG00000070159",76.2231113418226,0.594407507320191,0.233758641631534,0.00193416804291562,0.0107463852829687
"ENSG00000070182",8.32921864867002,-0.0164649979484486,0.287708521777182,0.888747010514503,0.947494403963429
"ENSG00000070193",115.810551182992,-1.20560359263188,0.205555248877008,3.81359492703712e-10,8.04198493127167e-09
"ENSG00000070214",3529.17226418441,0.291285954611593,0.106392383555379,0.00345490808917391,0.0175882376220645
"ENSG00000070269",371.721421377482,-0.227719258896342,0.122299784006272,0.0434973532654947,0.134104045103873
"ENSG00000070366",1643.84386578022,-0.295831732747538,0.0876215516345603,0.000510654557001285,0.00342140614775669
"ENSG00000070367",1317.98904338255,-0.011668542175991,0.0872391633121015,0.866607159770993,0.935611008558379
"ENSG00000070371",215.196444416904,0.511057982783499,0.145631722288286,0.000119009941197751,0.000942763238242427
"ENSG00000070404",2130.80247784628,1.79706475327758,0.114920947769177,1.17149531881009e-56,5.4005934197145e-54
"ENSG00000070413",2367.94884871695,0.0607441399536076,0.102546687085339,0.53094574329245,0.729797544780644
"ENSG00000070423",314.258642322615,0.289830222581486,0.125472592028926,0.011083714398402,0.0458394200172682
"ENSG00000070444",606.374816970081,0.107989511199248,0.111897671474885,0.312570856532038,0.535282833041554
"ENSG00000070476",380.30364674173,0.289553774852027,0.118514392493097,0.00819422347207664,0.0359955883384288
"ENSG00000070495",291.883791587029,0.425339658051733,0.137583991833624,0.000679522805378625,0.00439663176532697
"ENSG00000070501",114.326455135321,-0.251282036737632,0.178054906783183,0.0916692178949193,0.232550036714167
"ENSG00000070540",3491.91797746809,0.910763055969365,0.133595509433378,8.77163470558715e-13,2.545000866677e-11
"ENSG00000070610",786.43729534987,0.413006274247139,0.0996141850009418,1.30728570704886e-05,0.00013038289419581
"ENSG00000070614",7886.60216908397,0.246364349145513,0.121344502296158,0.0261283232147094,0.0906029360784197
"ENSG00000070669",429.25331431544,-0.938808286803221,0.13549392138113,4.19690370331621e-13,1.2874642118343e-11
"ENSG00000070718",393.713294887885,-0.406390473203655,0.128839767539072,0.000605830632718499,0.00398192680419652
"ENSG00000070731",14.4278130135032,0.0613479533348525,0.280953007397535,0.654174469234238,0.81762835650672
"ENSG00000070756",19219.7455579994,-0.0607478121829568,0.0857034334650005,0.436068669495028,0.652675434796485
"ENSG00000070759",98.8346719697418,-0.40423153126095,0.202711124794122,0.0150958993627229,0.058562773684841
"ENSG00000070761",269.038459866669,-0.182299529626925,0.122791607760758,0.106062266989921,0.259055222759936
"ENSG00000070770",1364.73957710433,-0.133190306025792,0.0945190402145113,0.135084176090516,0.309179007915902
"ENSG00000070778",1392.17538142481,0.134643094989842,0.090775889051194,0.12126958548282,0.286195557302799
"ENSG00000070785",281.315440528358,-0.0872409041749797,0.127930035887014,0.456479134206367,0.669647990037026
"ENSG00000070808",23.6377777235636,-2.1338399824556,0.464986635213385,2.42592155565854e-07,3.38893890048057e-06
"ENSG00000070814",718.318742337878,-0.137458704090878,0.119980303127578,0.219387945271157,0.4276441554757
"ENSG00000070831",3547.00489091439,0.0832629856863278,0.079882152016841,0.281664415572284,0.502373804945357
"ENSG00000070882",1108.6863804939,-1.07995539557667,0.126193775758869,8.35868723700156e-19,4.51859196694716e-17
"ENSG00000070950",184.062172059879,0.172014124338691,0.153358239106407,0.199112030253917,0.401465587910826
"ENSG00000070961",1634.74567610779,0.407519746134928,0.136778830413572,0.00102741555455304,0.006266441949049
"ENSG00000071051",436.201974628428,0.146984080951944,0.109898778461342,0.152577128234466,0.336724736725957
"ENSG00000071054",10046.9587561187,-0.12441104506641,0.0770361148964778,0.0940843252722545,0.236615163239632
"ENSG00000071073",7.00650543125122,0.0119715336486816,0.290774443346157,0.918140245034977,0.961283504693071
"ENSG00000071082",11066.2443236962,0.0322411183174712,0.0771231270779436,0.662719288078876,0.822662847534787
"ENSG00000071127",9753.69790576483,0.789854746942921,0.133712798687023,4.16071634547638e-10,8.72961421865057e-09
"ENSG00000071189",1186.21955355356,-0.0830305258360056,0.0859165054891129,0.316652015243746,0.539710059051577
"ENSG00000071205",893.995075450453,0.42407924533414,0.116472940845903,9.78044724949125e-05,0.000791015119651836
"ENSG00000071242",11149.8921747732,0.906482408221522,0.0958530630018743,3.63683540888579e-22,2.6945053770477e-20
"ENSG00000071243",145.448157376999,-0.0812342572744457,0.155194294353884,0.547630262409561,0.743372471368319
"ENSG00000071246",186.329447048977,-0.0851515255826072,0.136780225881625,0.487102231358159,0.695214020607156
"ENSG00000071282",3664.98515113061,1.58593287601111,0.12634236266396,1.69323406324044e-37,2.95799079089877e-35
"ENSG00000071462",700.983664342701,-0.0609382827676566,0.098094922455267,0.512743130942253,0.714551650520017
"ENSG00000071537",5483.4993719384,0.179228961702141,0.0966952053680499,0.0501485355518042,0.149607243576801
"ENSG00000071539",51.5501696754612,-0.0641487414702415,0.210333314067673,0.683739782339315,0.83583864376129
"ENSG00000071553",1656.5267273443,0.0172654565223378,0.0962476980567022,0.856227558094524,0.931006522579881
"ENSG00000071564",1221.28100983118,-0.454348958815037,0.0944493921982435,5.0551681944515e-07,6.64256305266169e-06
"ENSG00000071575",368.158918876138,-0.327728694660777,0.190684499214004,0.0357540800855838,0.115567657620401
"ENSG00000071626",1032.95705917762,0.198528610255677,0.095268784432238,0.0284999166448553,0.0970025874975426
"ENSG00000071655",807.790492954505,-0.110482256812679,0.0965717414860574,0.228997643308095,0.440054408950314
"ENSG00000071794",816.012862550649,-0.228445709441933,0.102416445106924,0.018213877475978,0.0683113018285495
"ENSG00000071859",1414.07986868188,0.250162495013908,0.0981584556732824,0.00710829440653491,0.0320481537546464
"ENSG00000071889",725.510086552089,0.213393889045967,0.104995564907679,0.0305474100005346,0.102293142931572
"ENSG00000071894",1559.42253826926,0.00459172907897902,0.089865099487773,0.958140559530289,0.98034832098793
"ENSG00000071909",17.9578524777932,-0.0944946439781885,0.293520300904973,0.467423242950446,0.678472156523237
"ENSG00000071967",30795.9275039065,0.20086468421848,0.0835675518158858,0.0134941251294748,0.0537433406884481
"ENSG00000071994",652.03564756582,0.0804957169278116,0.0966305729667828,0.369359744841212,0.58941291590238
"ENSG00000072041",57.1272857897728,-0.371465050067315,0.31840531402469,0.0636775198959102,0.178211150116783
"ENSG00000072042",661.136728119206,0.0681493571707598,0.0948762050032257,0.439857646414871,0.655099005256546
"ENSG00000072062",1603.93460512762,-0.13703489956115,0.0829009525996648,0.086179825866706,0.222225045072072
"ENSG00000072071",308.501140352996,-0.34505019111197,0.13522790860165,0.0050054179737736,0.0240017095327208
"ENSG00000072110",12820.5419741788,0.344521151734314,0.145319820030429,0.00767808118504077,0.0342265472325911
"ENSG00000072121",1029.23858482674,-0.378204713203156,0.0952348652802612,3.09448133540571e-05,0.00028342170111696
"ENSG00000072133",145.721482388347,-0.266712592029543,0.166251129801723,0.0613664483981494,0.173233131079382
"ENSG00000072134",691.883831893828,0.352114527492835,0.123701980850258,0.00201612412961984,0.0111306734049206
"ENSG00000072135",393.297433722148,0.425471872640416,0.129795325811902,0.000360737787865234,0.00252075971680481
"ENSG00000072163",666.189700455039,1.31440923655845,0.178614279436195,7.80804572568519e-15,2.8732223251324e-13
"ENSG00000072195",1211.87471854451,-0.502761774123986,0.126606883088336,1.89485728421635e-05,0.000182513357451274
"ENSG00000072201",167.65631298296,0.360324985811277,0.173427687845774,0.0153917139196733,0.059487863113856
"ENSG00000072210",940.980633763285,-0.942910988091388,0.151447337611503,3.96822633210858e-11,9.31494826134002e-10
"ENSG00000072274",4357.54893382188,0.17561110969428,0.0959948402536146,0.0542743510729483,0.158756769211449
"ENSG00000072310",1561.18789596239,-0.670276273559942,0.121724771480287,5.55694705973788e-09,1.0201669624271e-07
"ENSG00000072364",3455.62492287126,-0.0337537464270001,0.0789480768449362,0.676552338107952,0.831487029198767
"ENSG00000072401",568.519661585509,0.128289176063702,0.111137652375062,0.217650631316951,0.425995300581625
"ENSG00000072415",806.975315746965,-0.171403504598376,0.0933862617167843,0.0533014342647369,0.156453944651145
"ENSG00000072422",769.361238462366,0.0703269303004772,0.100556809002119,0.459675931742457,0.671961751360682
"ENSG00000072444",21.7380364387182,-0.228511226372612,0.311035793249958,0.189394281448162,0.389297435585049
"ENSG00000072501",1206.92005582226,-0.157716451607692,0.0873192639197634,0.0594177384815916,0.1691128087533
"ENSG00000072506",483.582013338295,0.206768275232331,0.113630007372966,0.0508555610419902,0.151037739987987
"ENSG00000072518",406.452886566276,-0.0571663769309934,0.10693684734539,0.57354365637105,0.762851979788738
"ENSG00000072571",36.679959030201,1.43269363339679,0.324818035466861,6.86829382551519e-07,8.78167984038907e-06
"ENSG00000072609",472.029994748617,0.0961650812262666,0.111259482033757,0.356744464056402,0.578197226053128
"ENSG00000072657",1040.2039654496,0.126857115527573,0.1163237543422,0.237955424808505,0.450811441794742
"ENSG00000072682",3708.07618883868,-0.347959655871645,0.0792194534314198,5.13600332199526e-06,5.60401782589306e-05
"ENSG00000072736",292.27546567547,0.0178914419742652,0.127398660460908,0.883931893589416,0.945025789758567
"ENSG00000072756",288.122070360654,0.0887465606420954,0.120944574948737,0.421629058019986,0.639436703545617
"ENSG00000072778",3376.62614647335,-0.0456669513294783,0.091381685870214,0.603280576042287,0.783965289183753
"ENSG00000072786",721.150749287482,0.184000460902345,0.122183490699065,0.0989602781024943,0.246117904299265
"ENSG00000072803",1632.21080388568,0.0307410573307088,0.0916053435838507,0.785316133360849,0.89549996902959
"ENSG00000072818",57.3876590322675,-0.176964352902693,0.2210721481269,0.280341717402679,0.501028552876897
"ENSG00000072832",396.303788403378,-0.23584507653295,0.118905471848445,0.0295577059312454,0.0998046159989724
"ENSG00000072840",3075.38138008713,-0.160138730781961,0.0949431974303867,0.0771414334870258,0.204838276824109
"ENSG00000072849",643.489713384344,-0.0116715309118629,0.103684308362989,0.909526668817647,0.957105104032571
"ENSG00000072864",256.144293042834,0.282123446746129,0.134541818604499,0.0205802208101546,0.0751702148151741
"ENSG00000072952",5443.16016835538,0.33983933373455,0.16206165454783,0.015153291570366,0.0587579502106995
"ENSG00000072954",68.5710065164519,-0.0584889951147945,0.199998501967857,0.706312772002944,0.850598714480302
"ENSG00000072958",2132.17157178027,1.06774149708533,0.0988962240641932,3.17266888153698e-28,3.76097233985626e-26
"ENSG00000073008",1476.92009550738,-0.173540146459514,0.24386777372151,0.301014382643474,0.523980983254783
"ENSG00000073009",852.584838695436,0.0572826760714498,0.104557734070265,0.560939109573494,0.754247680872373
"ENSG00000073050",299.056238613107,-0.0944738254035699,0.123634234363486,0.405158334305454,0.624791648033202
"ENSG00000073060",299.208699197001,-0.571395989853661,0.160350101676431,7.24493049830941e-05,0.000606032593497696
"ENSG00000073111",165.214688916258,-0.59118291401537,0.182410408019887,0.000229250868888871,0.00169020320749876
"ENSG00000073146",90.1120311900286,-0.863064402755177,0.220688552367899,1.0004789341451e-05,0.000102052540817898
"ENSG00000073150",63.8517959720314,-0.39011503111382,0.235934503063263,0.0313463873822332,0.10458913064682
"ENSG00000073169",391.487199113578,0.43532884770649,0.119790826985625,9.67996659645634e-05,0.000783652320169705
"ENSG00000073331",552.402203528655,-0.343343926828617,0.108748259031568,0.000741825024280641,0.00473512619344674
"ENSG00000073417",668.159852626252,0.0359714967613463,0.107091176765013,0.718493159540883,0.857724408451434
"ENSG00000073464",580.683951471432,0.354297914763249,0.138928742037615,0.00470950678866087,0.0228068207366839
"ENSG00000073536",292.851503118895,-0.472483783521667,0.147463570943718,0.000396017171966507,0.00273049480097888
"ENSG00000073578",2146.66194263644,0.0267134671376684,0.0819479817920329,0.734951684197198,0.868066026316013
"ENSG00000073584",1253.2412484855,-0.211318338802253,0.0939258882720143,0.0177072393873034,0.0667733117181748
"ENSG00000073605",177.351464564089,-0.218366588251544,0.154121093660381,0.104910741463978,0.257102579051414
"ENSG00000073614",1608.42163218067,0.0507775939274899,0.0954268417309512,0.578657610129031,0.765699385879557
"ENSG00000073670",34.0777094362684,-0.407703150616115,0.317329008498148,0.047874185430798,0.144537016810901
"ENSG00000073711",725.616169171953,-0.256899703155809,0.10224575367232,0.00771702423143412,0.0343632235430321
"ENSG00000073712",3862.77996684264,0.595939973405781,0.101381079932997,8.65626878643295e-10,1.76920488644878e-08
"ENSG00000073756",71.782684111145,-1.1709030734107,0.393632233226421,0.000119404410272892,0.000945436828668373
"ENSG00000073792",2459.21237224266,0.768895053894244,0.102256036053715,7.65595441586308e-15,2.8235159885703e-13
"ENSG00000073803",252.045824329101,0.148991766755571,0.129746986329587,0.20822193901921,0.413108344287246
"ENSG00000073849",24.8649388063738,-0.165490809503543,0.267296077839583,0.329332923482192,0.551959851572212
"ENSG00000073905",90.8495738007769,0.190624850427233,0.216885964411197,0.243435470931533,0.457848489979569
"ENSG00000073910",1400.32223292515,0.235019913146852,0.27216278756154,0.180111057398653,0.376675983627048
"ENSG00000073921",3844.36539322888,0.247573722830517,0.0856701320110459,0.0026499921461479,0.0140419124065998
"ENSG00000073969",1218.68125342007,-0.0436114501720323,0.0904468086393603,0.615381301718187,0.791572475842119
"ENSG00000074047",364.962203928338,-0.876390997659525,0.153319076944583,1.12445340174245e-09,2.27301201648206e-08
"ENSG00000074054",1619.79019413076,0.186574360668884,0.0966761076615376,0.0419624988454876,0.130438215178819
"ENSG00000074071",535.186456615608,0.0346442661863101,0.109099179734217,0.736279307740169,0.868928638336078
"ENSG00000074181",875.021276211826,0.552273070799472,0.0982746833374032,4.72634956099745e-09,8.76407791221381e-08
"ENSG00000074201",1088.11328228769,-0.227252004680156,0.0879361088396032,0.007036359279473,0.0317669800332247
"ENSG00000074219",431.479731033974,-0.683857642821859,0.135382679067515,7.08577576745312e-08,1.08283181065057e-06
"ENSG00000074266",233.283701106973,-0.0416915217834405,0.136392295608152,0.731414170400827,0.865864153789295
"ENSG00000074319",1042.55631682909,0.379062116379995,0.0991380872254548,5.64039068777992e-05,0.000481770066157465
"ENSG00000074356",737.36282349819,-0.0500971838201876,0.108050653151438,0.620359961814531,0.795203052929169
"ENSG00000074370",70.9262921207229,0.102185853624056,0.2026958122129,0.515465624180678,0.716231371307982
"ENSG00000074410",2896.44873534289,-0.771735980457755,0.10785537593744,1.08431002024234e-13,3.56340774177068e-12
"ENSG00000074416",4315.08654138973,0.374457072907328,0.152209221466885,0.00448703277839503,0.0218955589503804
"ENSG00000074527",4097.96279714052,0.954201738377713,0.169365617035246,1.2602244163407e-09,2.52288111141016e-08
"ENSG00000074582",335.758357421268,0.07616266218539,0.116582425574702,0.485381318303086,0.69413083658406
"ENSG00000074590",413.213224940313,1.32833737222207,0.15171814400429,1.23303173991617e-19,7.44123445659954e-18
"ENSG00000074603",1301.98073968389,0.159332229052,0.0862847989123098,0.0564109490916027,0.163071958042891
"ENSG00000074621",508.101288243107,0.10498249841913,0.106793292823559,0.294411125894521,0.516659304784337
"ENSG00000074657",2986.45387799371,-0.0997259897454764,0.0914852745571856,0.260572995714943,0.478317601690654
"ENSG00000074660",29.0419176533714,1.10900353929734,0.373544281851934,0.000208449367936319,0.00154992191320392
"ENSG00000074695",3754.3970718102,-0.197653643443826,0.0864319364444879,0.0161139626581874,0.0617280048192985
"ENSG00000074696",1997.37288779905,-0.167779924430045,0.082171003590728,0.0340947673461876,0.111162338980724
"ENSG00000074706",25.3634629670745,-0.00476443028120489,0.263458026033373,0.973677816307244,0.987098460663564
"ENSG00000074755",1856.35631660989,0.0821411042347398,0.0880694989445819,0.328621033743833,0.551055337578321
"ENSG00000074800",14077.9321172462,0.14089654900177,0.232544761710338,0.388870177282923,0.609585023785691
"ENSG00000074803",7.21850551326895,-0.108054689886082,0.317591881782537,0.328080521143652,0.550427044975742
"ENSG00000074842",1510.55289367832,0.170634619161852,0.0930393883843931,0.0538865522946531,0.157892164880308
"ENSG00000074855",154.831545116133,-0.303056082621399,0.164861729761629,0.0331659144455415,0.108821968394268
"ENSG00000074935",264.917851183722,-0.678579770626726,0.134136085313794,7.24837794249229e-08,1.1015941422491e-06
"ENSG00000074964",747.563654601323,0.124511019424556,0.103742822317374,0.192662322820826,0.393480668168155
"ENSG00000075089",274.655478079957,0.0445372718213253,0.130400273553395,0.708129205646314,0.852158095635286
"ENSG00000075131",74.9069688700014,-0.195860177803649,0.201183795148627,0.221373045385484,0.430199890072307
"ENSG00000075142",1210.44888058285,0.455379936883021,0.103116139852102,3.65820289480823e-06,4.10490434362659e-05
"ENSG00000075151",3361.3096277447,-0.193460344219291,0.0856301048120785,0.018554796604653,0.0693235939781227
"ENSG00000075188",353.047901789857,-0.194608036616528,0.125609287227456,0.09351181671974,0.235455034717057
"ENSG00000075213",715.752945905097,-1.18318454011493,0.137200634454836,4.53293874611877e-19,2.56753076554905e-17
"ENSG00000075218",12.7460382825695,0.0705629242082961,0.291358218658057,0.573140442165709,0.762646709579032
"ENSG00000075223",3120.40997984764,-0.0976619870265442,0.129629726534329,0.402269531311521,0.621917900241392
"ENSG00000075234",506.909351787519,0.322097745445665,0.111078360077931,0.00192563754412618,0.0107061576825186
"ENSG00000075239",1050.67473374052,0.153719602358562,0.10860956052897,0.131474058609185,0.30341022232439
"ENSG00000075240",578.002674835417,-1.13445932891651,0.161246135491057,1.24140124840475e-13,4.04760218438611e-12
"ENSG00000075275",7.69709274365347,-0.362842810163335,0.577222400337518,0.0324669476185113,0.107201210924327
"ENSG00000075292",1954.08898041818,0.0170025958424571,0.0875126694747631,0.843200816978344,0.925432427508964
"ENSG00000075303",209.84588139293,-0.157199163668965,0.151624457452486,0.235192330544358,0.447318540269269
"ENSG00000075336",275.238508014687,-0.147070479583889,0.124107126805616,0.196989327739871,0.39927148060221
"ENSG00000075391",921.862987425463,0.484809677611428,0.117203524305354,1.02028113126256e-05,0.000103944663317578
"ENSG00000075399",445.969685645249,0.118855600484471,0.106659548713925,0.238075681418706,0.450987787789618
"ENSG00000075407",936.332731696565,0.025659192719924,0.106204274392368,0.809823731675248,0.908035582114886
"ENSG00000075413",1193.52268505882,-0.113083822591752,0.0875121456381417,0.178410146600144,0.374891718533298
"ENSG00000075415",6351.60587576228,0.206850877251468,0.0748030141291341,0.00391809287540389,0.0195504117138313
"ENSG00000075420",5798.92257090451,0.678694469784742,0.0981462588399786,7.94558163536205e-13,2.32156466233219e-11
"ENSG00000075426",3091.65973365008,0.246585804820437,0.107567125403618,0.012917066334596,0.0519049618767564
"ENSG00000075539",1136.03007189913,0.326343606519863,0.11048419778922,0.00158232062510448,0.00908342894992524
"ENSG00000075568",1873.11623495992,-0.216693865225142,0.0861575358946186,0.00887306333111281,0.0383582597142871
"ENSG00000075618",2634.58149818378,-0.470875937991966,0.124169200829851,4.32073893731974e-05,0.000379602876674211
"ENSG00000075624",74701.9709725818,0.732998168491333,0.293066358489782,0.00136566535386807,0.00800585736940815
"ENSG00000075643",212.402828917628,-0.14212955622802,0.146222727460637,0.27584348181417,0.496560423075241
"ENSG00000075651",795.382325639261,-0.505286535518407,0.166958233490248,0.00057465768388202,0.00380112352399601
"ENSG00000075702",16.7935079478741,-0.0207151378091561,0.25734684981685,0.889341180881543,0.947640849946073
"ENSG00000075711",1273.32031709386,0.0774791601596727,0.0982305628282524,0.403086759689766,0.622514226494026
"ENSG00000075785",8028.82289607249,0.0432153195745082,0.0712309304492942,0.525849516761635,0.725556915545069
"ENSG00000075790",964.618001828919,0.240348013086826,0.115078784621269,0.0244135915910731,0.0862426492221048
"ENSG00000075826",290.106893504949,0.0327863600173412,0.147937429020903,0.810168275999819,0.908115136329394
"ENSG00000075856",875.030942091177,-0.027130704062686,0.0898598690689363,0.760015201852901,0.881577462409545
"ENSG00000075914",363.900179852196,0.148431102614805,0.113996233192209,0.163691522880789,0.353957591365416
"ENSG00000075945",821.942871039304,-0.28272487623423,0.1237813763254,0.0124735835902909,0.0503800421670645
"ENSG00000075975",932.32787309928,0.462901495589185,0.10378921501504,2.62204625410994e-06,3.01353737072082e-05
"ENSG00000076003",528.888198804406,-0.0923359967003363,0.129505986202593,0.445051354230771,0.659883165801293
"ENSG00000076043",1144.413795474,-0.0163483884925149,0.0870547331382765,0.843443472676612,0.925432427508964
"ENSG00000076053",384.044408901734,-0.0648548738500877,0.115624218227775,0.545489580297244,0.741912986440299
"ENSG00000076067",811.779268337815,-0.0496895542144485,0.114050034866255,0.645429574324756,0.812214362128098
"ENSG00000076108",2049.62530643094,0.0823723977272906,0.0906427126953694,0.344758124679936,0.56666394346719
"ENSG00000076201",1340.22897623358,-0.000361027058234204,0.0829168639751055,0.995003719525863,0.997709004244531
"ENSG00000076242",550.019057934003,-0.314109127755662,0.104880913550183,0.0014568833477122,0.00846880421668362
"ENSG00000076248",313.61748627865,-0.226805105351759,0.122132526057099,0.0440778454064571,0.13545554584049
"ENSG00000076258",121.489841098109,-0.0302772519873259,0.156762885090268,0.823495241893645,0.916145625448706
"ENSG00000076321",799.578226868195,-0.188628075970561,0.120856814386377,0.0892224201045866,0.228121288561966
"ENSG00000076344",217.741563466544,0.461125000178081,0.153587932374746,0.000790796509330926,0.00499462494884022
"ENSG00000076351",31.3810924855815,-0.0981726605713699,0.237972070627213,0.543570407305509,0.739858482706653
"ENSG00000076356",239.932109655019,-0.434418554626246,0.182639627525407,0.00511768701922244,0.0244623081137718
"ENSG00000076382",50.3925136759249,-0.288542526256394,0.260867631332943,0.111550920554463,0.269007299463423
"ENSG00000076513",6220.3825099118,0.672905340119673,0.0794662338741991,4.49668113539939e-18,2.27952735100288e-16
"ENSG00000076555",369.406602629478,0.310141548619959,0.126123403695666,0.00728896307494793,0.0327293374436785
"ENSG00000076604",245.860271698775,-0.46389911201128,0.150793460330249,0.000624824617680514,0.00408573260639315
"ENSG00000076641",291.635838446352,-0.339362705257653,0.214471971199184,0.042399908484495,0.131477743125687
"ENSG00000076650",154.805906767986,-0.244105119317569,0.154884021990687,0.0715542050210839,0.194228587917878
"ENSG00000076662",141.633446491777,0.285240472976252,0.166801775979049,0.0467923010518788,0.141917825066103
"ENSG00000076685",989.387232692251,0.426894412481961,0.112884113783536,5.44642072783026e-05,0.000467827860464917
"ENSG00000076706",70.1364287275834,0.713241828618329,0.314826989905022,0.00250705185166138,0.0134259543498459
"ENSG00000076716",466.341395713749,0.940825876379494,0.164759473552605,1.05230955689894e-09,2.12977187881644e-08
"ENSG00000076770",127.819586348118,-0.300412637081639,0.198106534194031,0.0601729281846206,0.170705968572985
"ENSG00000076864",8.3803733517161,0.0559323919208667,0.294137237938356,0.636204152506504,0.806111170789277
"ENSG00000076924",742.970818762384,-0.00193246340161202,0.104864706180809,0.990610053334577,0.995521945492415
"ENSG00000076928",1206.12240951973,0.320835397852506,0.10398775200449,0.00107169943596078,0.00649121308000187
"ENSG00000076944",25.4812332827771,0.112936808395167,0.259132473590917,0.483671237174527,0.692162443058416
"ENSG00000076984",641.581645116049,-0.0193706509703678,0.0944880379201657,0.846959659647791,0.926474278011965
"ENSG00000077044",221.656677604104,0.212279874297531,0.134437907547045,0.0805751543315766,0.211352182912414
"ENSG00000077063",330.566988442416,-1.01985152857254,0.139306560392094,2.24994020052182e-14,7.87763872739665e-13
"ENSG00000077092",277.681278845665,-0.331534211851214,0.240342198851322,0.0586605150286553,0.167607880458293
"ENSG00000077097",3304.19776619008,-0.0222531895310863,0.0787621773957218,0.780255392507814,0.892522417801413
"ENSG00000077147",5023.73189558724,0.219658344075482,0.092832830430927,0.0130623597103239,0.0523883329513135
"ENSG00000077150",581.528186067561,0.14611875107474,0.0987348940318783,0.118962177916349,0.282284287203278
